kode;pemda;geo;lat;lon
980280;Kab. Kutai Timur;MultiPolygon;1,104225644;117,6296202
980273;Kab. Kutai Barat;Polygon;-0,997044868;116,1151808
980269;Kab. Malinau;Polygon;2,530027501;115,5234511
980252;Kab. Nunukan;MultiPolygon;3,938136191;116,7126717
980248;Kota Banjarbaru;Polygon;-3,531555484;114,8218988
980231;Kab. Landak;Polygon;0,414278811;109,713002
980227;Kab. Bengkayang;MultiPolygon;0,911827356;109,4031962
980210;Kota Metro;Polygon;-5,123680194;105,3109325
980206;Kab. Way Kanan;Polygon;-4,477570473;104,6543152
980191;Kab. Lampung Timur;MultiPolygon;-5,142992499;105,520442
980184;Kab. Muaro Jambi;Polygon;-1,447629385;103,3868664
980170;Kab. Tebo;Polygon;-1,352315021;102,1984923
980163;Kab. Sarolangun;Polygon;-2,311924719;102,3727776
980142;Kota Dumai;Polygon;1,786589568;101,4727624
980138;Kab. Kuantan Singingi;Polygon;-0,256217179;101,400523
980121;Kab. Natuna;MultiPolygon;3,461159421;108,4341752
980117;Kab. Karimun;MultiPolygon;0,837277247;103,567702
980100;Kab. Siak;Polygon;0,81873535;102,020538
980095;Kab. Rokan Hilir;MultiPolygon;2,142308557;100,6287445
980081;Kab. Rokan Hulu;Polygon;0,930114725;100,4920796
980074;Kab. Pelalawan;MultiPolygon;0,436454545;102,6275164
980060;Kab. Kepulauan Mentawai;MultiPolygon;-2,282204353;99,73859214
980053;Kab. Bireuen;Polygon;5,076496929;96,7279836
980049;Kota Cilegon;MultiPolygon;-5,985533202;106,0005989
980032;Kota Depok;Polygon;-6,389585217;106,8232261
980028;Kota Ternate;MultiPolygon;0,81630948;127,2076371
980007;Kab. Aceh Singkil;MultiPolygon;2,202071592;97,42527667
978598;Kab. Tambrauw;MultiPolygon;-0,756096694;132,4307192
978582;Kab. Maybrat;Polygon;-1,084989953;132,3131646
978573;Kab. Deiyai;Polygon;-4,276109167;136,4654024
978567;Kab. Intan Jaya;Polygon;-3,492203072;136,9301645
978551;Kab. Pulau Morotai;MultiPolygon;2,295152078;128,3733733
978542;Kab. Sabu Raijua;MultiPolygon;-10,57183673;121,7781514
978536;Kab. Nias Utara;MultiPolygon;1,357172308;97,23609831
978454;Kota Tangerang Selatan;Polygon;-6,308058712;106,7376797
978448;Kab. Tulang Bawang Barat;Polygon;-4,380927095;105,0629938
978432;Kab. Mesuji;Polygon;-4,006337933;105,2781392
978423;Kab. Pringsewu;Polygon;-5,295252364;104,8956816
978417;Kab. Kepulauan Meranti;MultiPolygon;1,026732504;102,5677422
978401;Kota Gunungsitoli;Polygon;1,287429262;97,60335939
978397;Kab. Nias Barat;MultiPolygon;0,921707286;97,39679036
977860;Kab. Bolaang Mongondow Selatan;MultiPolygon;0,36508828;123,936695
977710;Kab. Bengkulu Tengah;Polygon;-3,721090891;102,3286062
977562;Kota Sungai Penuh;Polygon;-2,092607875;101,4348133
977412;Kab. Kepulauan Anambas;MultiPolygon;3,155852035;106,2380749
977267;Kab. Labuhanbatu Selatan;Polygon;1,7836249;100,0848513
977117;Kab. Labuhanbatu Utara;MultiPolygon;2,367405714;99,65674571
976962;Kab. Dogiyai;Polygon;-4,083786945;135,3933564
976812;Kab. Puncak;Polygon;-3,36147281;137,3324653
976664;Kab. Nduga;Polygon;-4,577695496;138,4184542
976514;Kab. Lanny Jaya;Polygon;-4,031971238;138,4793719
976369;Kab. Yalimo;Polygon;-3,740250881;139,6639796
976219;Kab. Mamberamo Tengah;Polygon;-3,572434815;138,9649809
976061;Kota Tual;MultiPolygon;-5,536865684;132,4465645
975911;Kab. Manggarai Timur;Polygon;-8,57426132;120,7120353
975772;Kab. Maluku Barat Daya;MultiPolygon;-7,894572185;127,790351
975766;Kab. Tana Tidung;MultiPolygon;3,601454927;117,276798
975622;Kab. Buru Selatan;MultiPolygon;-3,583622671;126,5792798
975616;Kab. Kubu Raya;MultiPolygon;-0,272482228;109,4942918
975477;Kab. Lombok Utara;MultiPolygon;-8,337450126;116,2701393
975461;Kota Serang;Polygon;-6,113170191;106,1631729
975327;Kab. Toraja Utara;Polygon;-2,852805283;119,793604
975311;Kab. Pesawaran;MultiPolygon;-5,605234917;105,2032087
975172;Kab. Sigi;Polygon;-1,41104916;119,9946687
975163;Kab. Padang Lawas Utara;Polygon;1,603390765;99,7939218
975022;Kab. Bolaang Mongondow Timur;MultiPolygon;0,6696536;124,5437981
975013;Kab. Padang Lawas;Polygon;1,161827515;99,88747776
963461;Kab. Mamberamo Raya;MultiPolygon;-2,371634728;137,4566825
963452;Kab. Sumba Tengah;MultiPolygon;-9,608388031;119,6303003
963446;Kab. Sumba Barat Daya;MultiPolygon;-9,561075126;119,1680416
963430;Kab. Nagekeo;MultiPolygon;-8,689091561;121,2782924
963421;Kab. Gorontalo Utara;MultiPolygon;0,915046611;122,7466109
963415;Kab. Minahasa Tenggara;MultiPolygon;0,920309215;124,7697783
963409;Kab. Bolaang Mongondow Utara;MultiPolygon;0,836700904;123,4472783
963395;Kota Kotamobagu;Polygon;0,6853445;124,3149763
963389;Kab. Kep. Siau Tagulandang Biaro;MultiPolygon;2,519273671;125,3995108
963370;Kab. Buton Utara;MultiPolygon;-4,609763595;123,0572589
963364;Kab. Konawe Utara;MultiPolygon;-3,47257334;122,2072837
963358;Kab. Kayong Utara;MultiPolygon;-1,246966463;109,6719369
963342;Kab. Empat Lawang;Polygon;-3,827769073;102,9624012
963333;Kab. Batu Bara;MultiPolygon;3,265534807;99,50693214
963327;Kota Subulussalam;Polygon;2,636261663;97,95757834
963311;Kab. Pidie Jaya;Polygon;5,15830679;96,19351131
963302;Kab. Bandung Barat;Polygon;-6,888466677;107,4856959
941922;Kab. Toba Samosir;MultiPolygon;2,41772577;99,17794197
941915;Kab. Mandailing Natal;MultiPolygon;0,854828523;99,18511438
941901;Kota Tarakan;MultiPolygon;3,344142904;117,5882347
928282;Kab. Luwu Timur;MultiPolygon;-2,667818939;121,0157264
